iter	RMSE
252	0.2411726419
253	0.2406694187
254	0.2405350504
255	0.2400046184
256	0.2396894781
257	0.2395373298
258	0.2390234125
259	0.2386978754
260	0.2385016074
261	0.2379848798
262	0.2375510217
263	0.2372545481
264	0.2370979881
265	0.2365371668
266	0.2363275746
267	0.2357337718
268	0.2352208811
269	0.2347362621
270	0.2344684036
271	0.2340040038
272	0.2337599422
273	0.233415461
274	0.2329180522
275	0.2328651985
276	0.232747608
277	0.2324952755
278	0.2323894861
279	0.232203073
280	0.231704296
281	0.2311770454
282	0.230927681
283	0.2306206797
284	0.2304170614
285	0.2301333092
286	0.2300162994
287	0.22975163
288	0.2296500346
289	0.2295548998
290	0.2291184167
291	0.2285419243
292	0.2284695891
293	0.2281025129
294	0.2276783674
295	0.2269421885
296	0.2262720772
297	0.2261841425
298	0.2260930086
299	0.225684376
300	0.2252323029
301	0.2249397148
302	0.2245038693
303	0.2242386103
304	0.2241546965
305	0.2237375479
306	0.2232955128
307	0.222959055
308	0.2228561154
309	0.2223415626
310	0.2219604914
311	0.2214679378
312	0.221328557
313	0.2209587426
314	0.220464912
315	0.2200466422
316	0.2197545657
317	0.2194588664
318	0.219395636
319	0.21893066
320	0.2188513304
321	0.2185118491
322	0.2184391955
323	0.2182018612
324	0.2179772189
325	0.2179366757
326	0.2176885872
327	0.2174453709
328	0.2173781844
329	0.2172181572
330	0.2170828697
331	0.2169464091
332	0.216735853
333	0.2163747666
334	0.2163187178
335	0.21582576
336	0.2154659708
337	0.2150072701
338	0.2148133491
339	0.2143153702
340	0.2139715615
341	0.2133688152
342	0.2127204003
343	0.2120559196
344	0.2116198323
345	0.2111743143
346	0.2108595103
347	0.2107840258
348	0.2104837885
349	0.2102565044
350	0.2101510111
351	0.2098121816
352	0.2097732632
353	0.209316907
354	0.2091084429
355	0.2088421873
356	0.2083810801
357	0.20823699
358	0.2080202534
359	0.2072884236
360	0.2071335636
361	0.206744808
362	0.2060528846
363	0.2055622163
364	0.2051366594
365	0.2048682169
366	0.2044353458
367	0.2036848644
368	0.2036774125
369	0.2034595651
370	0.2026588785
371	0.2022069593
372	0.2014897073
373	0.2011048095
374	0.2008948334
375	0.2006410332
376	0.1999915357
377	0.1997853058
378	0.1996906292
379	0.1990206107
380	0.1988127961
381	0.1987015455
382	0.1985250517
383	0.1979557481
384	0.1977978518
385	0.1971797968
386	0.1969801468
387	0.1964259219
388	0.1960070154
389	0.1954034435
390	0.1950004687
391	0.194848234
392	0.1941119717
393	0.1939219851
394	0.1934946558
395	0.1931137588
396	0.1926986633
397	0.1921000782
398	0.192031177
399	0.1916888298
400	0.191418043
401	0.1906705835
402	0.1899948716
403	0.1899883936
404	0.1895943306
405	0.1891045817
406	0.1887125575
407	0.1882006878
408	0.1880215955
409	0.1876894273
410	0.1874837369
411	0.1872117597
412	0.1867038042
413	0.1860142837
414	0.1856383717
415	0.1851559309
416	0.1844916211
417	0.1843379864
418	0.1841273446
419	0.1837678709
420	0.1831537913
421	0.1824755933
422	0.1823211202
423	0.1822606554
424	0.1822126526
425	0.1818626246
426	0.1816983338
427	0.1810324002
428	0.1809812544
429	0.180710896
430	0.180564819
431	0.1799610028
432	0.179656213
433	0.1791360615
434	0.1784876812
435	0.1783414693
436	0.178217858
437	0.1776352491
438	0.1771896418
439	0.1771343845
440	0.1767706235
441	0.1766233241
442	0.1765790388
443	0.1762338599
444	0.1760982399
445	0.175641069
446	0.1753082558
447	0.1747204183
448	0.1744143974
449	0.1742816546
450	0.1739656644
451	0.1733905778
452	0.17310522
453	0.1724906921
454	0.1718743446
455	0.1714407602
456	0.1708875045
457	0.1704144354
458	0.1698753477
459	0.1695443441
460	0.1691267155
461	0.1690270613
462	0.168538466
463	0.1684120434
464	0.1681565911
465	0.1676060633
466	0.1672704218
467	0.1671549518
468	0.1670427241
469	0.1666960899
470	0.1663831383
471	0.1659757522
472	0.1655981765
473	0.1655442829
474	0.1650307801
475	0.1646631527
476	0.1645502135
477	0.1644397719
478	0.1639131892
479	0.1637878776
480	0.1632479322
481	0.1627062481
482	0.1624755151
483	0.1619470792
484	0.1617838077
485	0.1612684353
486	0.1607346812
487	0.1605388125
488	0.1603046175
489	0.159967477
490	0.1594111736
491	0.159220251
492	0.1588675239
493	0.1588189676
494	0.1582905121
495	0.1578140879
496	0.157287633
497	0.157081354
498	0.1567003939
499	0.1563737463
500	0.1560400902
501	0.155548076
502	0.1553333241
503	0.1548596388
504	0.1543990208
505	0.1540484278
506	0.1536961793
507	0.1535184188
508	0.1531324918
509	0.1527967928
510	0.15260355
511	0.1522962422
512	0.1519186751
513	0.1516220635
514	0.1515517094
515	0.1512179671
516	0.1510913608
517	0.1508018468
518	0.1504684646
519	0.15021381
520	0.1496735031
521	0.1491889431
522	0.1489494861
523	0.1484778553
524	0.1483191423
525	0.1480436371
526	0.1478171086
527	0.1474669673
528	0.1473311717
529	0.1471844147
530	0.1468426478
531	0.1465407578
532	0.1461758757
533	0.1461330546
534	0.1457314758
535	0.1457231992
536	0.1452723359
537	0.1448906539
538	0.1445659769
539	0.1444241256
540	0.1442278961
541	0.1438166206
542	0.1435903947
543	0.1433827083
544	0.1431590797
545	0.1428216152
546	0.1427117759
547	0.1426203789
548	0.1421960442
549	0.1418102777
550	0.1416039708
551	0.1412940147
552	0.1408515576
553	0.1406463837
554	0.1402686326
555	0.1399562263
556	0.13991317
557	0.1396977776
558	0.1394290944
559	0.1391226804
560	0.1389040794
561	0.13886406
562	0.1386765626
563	0.1385737245
564	0.1382688681
565	0.1381824481
566	0.1380114959
567	0.1375261693
568	0.1372221095
569	0.1368050711
570	0.1366526609
571	0.1364593077
572	0.1363474273
573	0.136088373
574	0.1358544121
575	0.1357366469
576	0.1354876913
577	0.1350768136
578	0.134710761
579	0.1343975652
580	0.1343033481
581	0.1342609343
582	0.1340215724
583	0.1336833783
584	0.1336598338
585	0.1333462329
586	0.133071454
587	0.1327900822
588	0.1327483828
589	0.1326463676
590	0.1323683799
591	0.1320620672
592	0.1318555678
593	0.1317733236
594	0.1314431416
595	0.1310864003
596	0.1306989201
597	0.1305751613
598	0.13053693
599	0.1302363605
600	0.13003983
601	0.1299556995
602	0.1296631629
603	0.1293784179
604	0.1291397931
605	0.1288110159
606	0.1286044409
607	0.1283112964
608	0.1282471045
609	0.1279404138
610	0.1275259784
611	0.1272342328
612	0.1268674759
613	0.126445774
614	0.1264068334
615	0.1262711391
616	0.1260086085
617	0.1256883459
618	0.1255664226
619	0.1253626559
620	0.1251089888
621	0.1247118318
622	0.1246063925
623	0.1245289599
624	0.1241801018
625	0.1238943096
626	0.123713629
627	0.1234828459
628	0.123133363
629	0.1227907502
630	0.1224257789
631	0.1223101643
632	0.1220370667
633	0.1216260935
634	0.1213719079
635	0.1210087001
636	0.120898244
637	0.1206592429
638	0.1203172106
639	0.1202131363
640	0639	0.1056794326
640	0.105516502
641	0.1052006514
642	0.1050608795
643	0.1049993465
644	0.1048921242
645	0.1048001685
646	0.1045786004
647	0.1045388361
648	0.1043177459
649	0.1041502079
650	0.1040244847
651	0.1038105032
652	0.1036528145
653	0.1035632593
654	0.1034426805
655	0.1031588432
656	0.1028584695
657	0.1026345657
658	0.1025892769
659	0.1024660091
660	0.1021792618
661	0.1021398915
662	0.1019441862
663	0.1016093891
664	0.1013936484
665	0.1012603497
666	0.1011586407
667	0.1009281818
668	0.1008630375
669	0.1008236394
670	0.1005668481
671	0.1002837068
672	0.1000879987
673	0.09972026763
674	0.0995536221
675	0.09946579497
676	0.09924055557
677	0.09891390844
678	0.09880067827
679	0.09861635443
680	0.09849622733
681	0.09839448449
682	0.09810974074
683	0.09800765113
684	0.09787817722
685	0.0977483752
686	0.09745939167
687	0.09742557392
688	0.09720401734
689	0.09702570496
690	0.09689400642
691	0.0967946426
692	0.09657932553
693	0.09632671176
694	0.09622843466
695	0.09610650373
696	0.09601133414
697	0.09592211362
698	0.09583776801
699	0.09548200095
700	0.09520939426
701	0.09517646305
702	0.09514188408
703	0.09502785528
704	0.09490860927
705	0.0948835649
706	0.09468615828
707	0.09460636587
708	0.09441123456
709	0.0941522084
710	0.0940204554
711	0.09391732451
712	0.09385114729
713	0.0937383015
714	0.09355661022
715	0.09342347986
716	0.09312128642
717	0.09291450871
718	0.09272482157
719	0.09256220929
720	0.0924734501
721	0.09244199284
722	0.09240752754
723	0.09223747879
724	0.09187930308
725	0.09176514918
726	0.09149758917
727	0.09138349999
728	0.0912960952
729	0.09111294162
730	0.09096661509
731	0.09089064496
732	0.09068343379
733	0.09058116966
734	0.09037082626
735	0.09023189006
736	0.0901214949
737	0.09003563929
738	0.08999804473
739	0.0896588894
740	0.08935121468
741	0.08902898687
742	0.08885498337
743	0.08853838733
744	0.0884347856
745	0.08818657301
746	0.08815665664
747	0.08804414454
748	0.08794848196
749	0.08767460413
750	0.08740781667
751	0.08730454329
752	0.08720921222
753	0.08711620016
754	0.08692298716
755	0.08679102765
756	0.08675993812
757	0.08666761751
758	0.08640799754
759	0.08622027634
760	0.0861220009
761	0.08609420637
762	0.08593467684
763	0.08564271222
764	0.08561390074
765	0.08554901693
766	0.08529816808
767	0.08512577291
768	0.08496681278
769	0.08481152533
770	0.08466507652
771	0.08451953277
772	0.08443843519
773	0.08419872539
774	0.0841362896
775	0.08389521995
776	0.08380274263
777	0.08355141516
778	0.08350924681
779	0.08344646842
780	0.0832172679
781	0.08318818011
782	0.08312153059
783	0.08289970412
784	0.08274024812
785	0.08263683011
786	0.08254995421
787	0.08237647019
788	0.08219371202
789	0.08213408865
790	0.08195749312
791	0.08184859418
792	0.08157176652
793	0.08147896972
794	0.08145320563
795	0.08134854807
796	0.08120580252
797	0.08097009722
798	0.0807422265
799	0.08058624165
800	0.08051381901
801	0.08048939708
802	0.08026019647
803	0.08011535846
804	0.08008346447
805	0.07999104665
806	0.07979800719
807	0.07960201829
808	0.07943722188
809	0.07931759543
810	0.07916917533
811	0.07914378966
812	0.07907357931
813	0.07897948523
814	0.07892924222
815	0.07881532109
816	0.07875763645
817	0.07873409188
818	0.07859528441
819	0.07835167812
820	0.07827566976
821	0.07821312979
822	0.07806617355
823	0.0778404313
824	0.07774968219
825	0.07772638496
826	0.07754371729
827	0.07745853069
828	0.07738768399
829	0.07718556081
830	0.07711383548
831	0.07692113882
832	0.07685278269
833	0.07664113241
834	0.07656449108
835	0.07635084316
836	0.07629331478
837	0.07625621996
838	0.07618566244
839	0.0760800039
840	0.07606763627
841	0.07576985277
842	0.07557094496
843	0.07538849592
844	0.07531524833
845	0.07525389269
846	0.0750578713
847	0.0749484571
848	0.07476792047
849	0.07461314011
850	0.0744310769
851	0.07425802422
852	0.07414632233
853	0.07407121616
854	0.07388196082
855	0.07372162247
856	0.07359383621
857	0.07345263252
858	0.0732474344
859	0.07311454298
860	0.07300881707
861	0.0729382131
862	0.07275413054
863	0.07254964752
864	0.07243861163
865	0.07232371031
866	0.07228182742
867	0.0721811503
868	0.07201964892
869	0.07181642132
870	0.07168286699
871	0.07154924032
872	0.07138025779
873	0.07136013863
874	0.07123184669
875	0.07108598521
876	0.07108349003
877	0.07101731423
878	0.07089823838
879	0.07080741456
880	0.07059524095
881	0.07040795758
882	0.07032842154
883	0.07017609944
884	0.0701323584
885	0.06996228951
886	0.06994919538
887	0.06988223418
888	0.06981100376
889	0.06974002158
890	0.0696567393
891	0.06956180358
892	0.06940360198
893	0.06918960317
894	0.06904033883
895	0.068975231899896	0.068879916900897	0.068712179901898	0.068642125902	0.07729647274
903	0.07725563584
904	0.07715988849
905	0.07697605842
906	0.07688064731
907	0.07683956249
908	0.07663055402
909	0.07646966273
910	0.07635802371
911	0.07623858757
912	0.07600235899
913	0.07590609343
914	0.07577417595
915	0.07575701945
916	0.07567704557
917	0.0756627446
918	0.07562287128
919	0.07559437734
920	0.07552487988
921	0.07548517076
922	0.07544816906
923	0.0753513306
924	0.07526406176
925	0.07514972949
926	0.0749767893
927	0.07494913272
928	0.07481782052
929	0.07466868346
930	0.07436936831
931	0.07430511938
932	0.07422214968
933	0.07410151927
934	0.07399163522
935	0.07381728977
936	0.07376318816
937	0.07372857512
938	0.07371252672
939	0.07354240069
940	0.07352338702
941	0.07351918691
942	0.07343809414
943	0.07337848406
944	0.07327260087
945	0.07306677801
946	0.07302110103
947	0.07300802414
948	0.07278580919
949	0.07273463541
950	0.0724978506
951	0.07240920905
952	0.07239047443
953	0.07221555605
954	0.07215116145
955	0.07210007473
956	0.0720719201
957	0.07187782789
958	0.07166956273
959	0.07156587922
960	0.07148584453
961	0.07121901483
962	0.07099248336
963	0.07084766277
964	0.07082877372
965	0.07073263955
966	0.07067377845
967	0.07058492766
968	0.07042538284
969	0.07025788643
970	0.07018798064
971	0.07018553307
972	0.06998801893
973	0.069739923
974	0.06970468184
975	0.06968228943
976	0.06963337651
977	0.06956654272
978	0.06947747242
979	0.06924471331
980	0.06922079619
981	0.0690925953
982	0.06888363813
983	0.06869136144
984	0.06853347751
985	0.0683261799
986	0.06830653471
987	0.06814307844
988	0.06800658579
989	0.06791599192
990	0.06780620848
991	0.06768681702
992	0.06751573251
993	0.06745781137
994	0.06729524476
995	0.06703952488
996	0.06690944192
997	0.06671759159
998	0.06666537649
999	0.06647889825
97	0.05848514488
998	0.05836129506
999	0.05829885689
.05806474284
999	0.05799486962
